Survived,Pclass,Sex,Age,SibSp,Parch,Fare,HasCabin,Fare_winsorized,Fare_log,FamilySize,IsAlone,Emb_C,Emb_Q,Emb_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,AgeGrp_Child,AgeGrp_Teen,AgeGrp_Adult,AgeGrp_Middle-Age,AgeGrp_Senior,Age_scaled,Fare_winsorized_scaled,Fare_log_scaled,FamilySize_scaled
1,2,0,31.0,0,0,13.0,0,13.0,2.6390573296152584,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.13828708970829856,-0.4288154815385896,-0.3336984726090336,-0.5609748304808925
0,3,1,31.0,1,0,18.0,0,18.0,2.9444389791664403,2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.13828708970829856,-0.3111691286208247,-0.01838583697289204,0.059159876663617626
1,3,1,31.0,0,0,7.225,0,7.225,2.1071782966514356,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.13828708970829856,-0.5646970191586081,-0.8828741679067217,-0.5609748304808925
0,2,0,35.0,0,0,26.0,0,26.0,3.295836866004329,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.43495011735504896,-0.12293496395240078,0.3444394801955362,-0.5609748304808925
1,2,0,34.0,0,0,13.0,1,13.0,2.6390573296152584,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.3607843604433614,-0.4288154815385896,-0.3336984726090336,-0.5609748304808925
1,3,1,15.0,0,0,8.0292,0,8.0292,2.2004637699272855,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-1.048365020878703,-0.5457747797553149,-0.7865550587251358,-0.5609748304808925
1,1,0,28.0,0,0,35.5,1,35.5,3.597312260588446,1,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.08421018102676424,0.10059310659135261,0.6557188297748954,-0.5609748304808925
0,3,1,8.0,3,1,21.075,0,21.075,3.0944457464900235,5,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.5675253192605163,-0.23881662157639924,0.1364991380659541,1.9195639980971482
1,3,1,38.0,1,5,31.3875,0,31.3875,3.4777725458882283,7,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.6574473880901118,0.003828981316490934,0.5322916934007406,3.1598334123861687
0,3,0,26.0,0,0,7.225,0,7.225,2.1071782966514356,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5646970191586081,-0.8828741679067217,-0.5609748304808925
0,1,0,19.0,3,2,263.0,1,249.00622000000035,5.575949103146316,6,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.7517019932319526,5.124238728242953,2.6987007794454887,2.5396987052416584
1,3,1,18.0,0,0,7.8792,0,7.8792,2.1837114628556327,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.5493041703428477,-0.8038521494426432,-0.5609748304808925
0,3,0,26.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
0,1,0,40.0,0,0,27.7208,0,27.7208,3.357621598945279,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.805778901913487,-0.08244579513222278,0.4082334475616762,-0.5609748304808925
1,1,1,40.0,1,0,146.5208,1,146.5208,4.993969182787072,2,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.805778901913487,2.7128315501938722,2.097794920021772,0.059159876663617626
1,3,1,18.0,0,0,7.75,0,7.75,2.169053700369523,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.5523441521022427,-0.8189865811572414,-0.5609748304808925
0,2,0,66.0,0,0,10.5,0,10.5,2.4423470353692043,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2.7340885816173643,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
0,1,0,28.0,1,0,82.1708,0,82.1708,4.420896324687287,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.08421018102676424,1.1987229881422372,1.5060857797883969,0.059159876663617626
0,1,0,42.0,1,0,52.0,0,52.0,3.970291913552122,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.9541104157368622,0.4888260712199769,1.0408277503255374,0.059159876663617626
1,3,0,26.0,0,0,7.2292,0,7.2292,2.1076888046179385,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5645981962221572,-0.8823470582632056,-0.5609748304808925
0,3,0,21.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.6033704794085775,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
0,3,1,18.0,2,0,18.0,0,18.0,2.9444389791664403,3,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.3111691286208247,-0.01838583697289204,0.6792945838081278
1,3,1,14.0,1,0,11.2417,0,11.2417,2.5048481563289,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-1.1225307777903908,-0.4701869980056509,-0.47227211715402734,0.059159876663617626
0,3,1,40.0,1,0,9.475,0,9.475,2.348991465808201,2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.805778901913487,-0.511756160345614,-0.6331972544104215,0.059159876663617626
0,2,1,27.0,1,0,21.0,0,21.0,3.091042453358316,2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.15837593793845184,-0.2405813168701657,0.1329851701219792,0.059159876663617626
0,3,0,26.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
1,2,1,3.0,1,2,41.5792,0,41.5792,3.7513658711253766,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.9383541038189542,0.24363224832288793,0.8147822510349934,1.299429290952638
1,3,1,19.0,0,0,7.8792,0,7.8792,2.1837114628556327,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.7517019932319526,-0.5493041703428477,-0.8038521494426432,-0.5609748304808925
0,3,0,26.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
0,3,0,26.0,1,0,15.5,0,15.5,2.803360380906535,2,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.36999230507970715,-0.16405229962564447,0.059159876663617626
1,3,1,18.0,0,0,7.75,0,7.75,2.169053700369523,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.5523441521022427,-0.8189865811572414,-0.5609748304808925
0,3,0,26.0,2,0,21.6792,0,21.6792,3.1214482048688246,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.22460023628981649,0.16437971416667366,0.6792945838081278
0,3,1,18.0,1,0,17.8,0,17.8,2.9338568698359038,2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.3158749827375353,-0.029312075627065143,0.059159876663617626
0,3,0,7.0,4,1,39.6875,0,39.6875,3.705920919968788,6,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.641691076172204,0.19912192715998075,0.7678594338107121,2.5396987052416584
0,3,0,21.0,0,0,7.8,0,7.8,2.174751721484161,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.6033704794085775,-0.5511676885730651,-0.8131032608653792,-0.5609748304808925
1,1,1,49.0,1,0,76.7292,1,76.7292,4.353230991152628,2,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1.4732707141186754,1.0706861093347755,1.4362199751817062,0.059159876663617626
1,2,1,29.0,1,0,26.0,0,26.0,3.295836866004329,2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.010044424115076634,-0.12293496395240078,0.3444394801955362,0.059159876663617626
0,1,0,65.0,0,1,61.9792,1,61.9792,4.142804513146981,2,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2.659922824705677,0.7236293682273689,1.2189504454470093,0.059159876663617626
1,1,0,40.0,0,0,35.5,1,35.5,3.597312260588446,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.805778901913487,0.10059310659135261,0.6557188297748954,-0.5609748304808925
1,2,1,21.0,0,0,10.5,0,10.5,2.4423470353692043,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.6033704794085775,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
0,3,0,28.5,0,0,7.2292,0,7.2292,2.1076888046179385,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.04712730257092044,-0.5645981962221572,-0.8823470582632056,-0.5609748304808925
1,2,1,5.0,1,2,27.75,0,27.75,3.3586377672433594,4,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.790022589995579,-0.08175874043118304,0.40928266156909443,1.299429290952638
0,3,0,11.0,5,2,46.9,0,46.9,3.8691155044168695,8,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.3450280485254535,0.36882679124385664,0.936361092700485,3.779968119530679
0,3,0,22.0,0,0,7.2292,0,7.2292,2.1076888046179385,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.5292047224968899,-0.5645981962221572,-0.8823470582632056,-0.5609748304808925
1,1,1,38.0,0,0,80.0,1,80.0,4.394449154672439,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.6574473880901118,1.1476456475594605,1.4787785499834798,-0.5609748304808925
0,1,0,45.0,1,0,83.475,1,83.475,4.436455632600354,2,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1.176607686471925,1.229409862837307,1.5221510751129648,0.059159876663617626
0,3,0,4.0,3,2,27.9,0,27.9,3.3638415951183864,6,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.8641883469072666,-0.07822934984365013,0.4146557174979072,2.5396987052416584
0,1,0,40.0,0,0,27.7208,0,27.7208,3.357621598945279,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.805778901913487,-0.08244579513222278,0.4082334475616762,-0.5609748304808925
1,3,0,4.0,1,1,15.2458,0,15.2458,2.7878344138303452,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.8641883469072666,-0.3759734456620463,-0.1800831698720664,0.6792945838081278
1,2,1,29.0,0,0,10.5,1,10.5,2.4423470353692043,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.010044424115076634,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
0,3,0,19.0,0,0,8.1583,0,8.1583,2.2146605719425225,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.7517019932319526,-0.5427371509229781,-0.7718965778779472,-0.5609748304808925
1,3,1,17.0,4,2,7.925,0,7.925,2.188856327665703,7,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.9000335070553279,-0.548226529750121,-0.798539974052802,3.1598334123861687
0,3,0,26.0,2,0,8.6625,0,8.6625,2.2682524139135403,3,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5308736926947507,-0.7165619336211217,0.6792945838081278
0,2,0,32.0,0,0,10.5,0,10.5,2.4423470353692043,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.21245284661998617,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
0,3,1,16.0,5,2,46.9,0,46.9,3.8691155044168695,8,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.9741992639670155,0.36882679124385664,0.936361092700485,3.779968119530679
0,2,0,21.0,0,0,73.5,0,73.5,4.310799125385514,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.6033704794085775,0.994705388766366,1.3924082286355355,-0.5609748304808925
0,3,0,26.0,1,0,14.4542,0,14.4542,2.737880811060884,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.3945992162559869,-0.23166125968823223,0.059159876663617626
1,3,0,32.0,0,0,56.4958,0,56.4958,4.05171190165724,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.21245284661998617,0.5946089659095145,1.1248955097361604,-0.5609748304808925
0,3,0,25.0,0,0,7.65,1,7.65,2.157559320943788,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.30670745176182707,-0.5546970791605981,-0.830854756854953,-0.5609748304808925
0,3,0,26.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
0,3,0,26.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
1,2,0,0.83,0,2,29.0,0,29.0,3.4011973816621555,3,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-2.0992937963173164,-0.052347152201741805,0.4532263111425748,0.6792945838081278
1,3,1,30.0,0,0,12.475,0,12.475,2.600836116795061,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.06412133279661097,-0.44116834859495496,-0.37316263612134226,-0.5609748304808925
0,3,0,22.0,0,0,9.0,0,9.0,2.302585092994046,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.5292047224968899,-0.5229325638728015,-0.6811127586453682,-0.5609748304808925
1,3,0,29.0,0,0,9.5,0,9.5,2.3513752571634776,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.010044424115076634,-0.5111679285810251,-0.6307359423566569,-0.5609748304808925
1,3,1,18.0,0,0,7.7875,0,7.7875,2.1733302571367834,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.5514618044553596,-0.8145709511162281,-0.5609748304808925
0,1,0,28.0,0,0,47.1,0,47.1,3.8732821771117156,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.08421018102676424,0.3735326453605673,0.940663265248102,-0.5609748304808925
1,2,1,17.0,0,0,10.5,0,10.5,2.4423470353692043,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.9000335070553279,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
1,3,1,33.0,3,0,15.85,0,15.85,2.8243506567983707,4,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.2866186035316738,-0.3617570603754636,-0.1423794216910609,1.299429290952638
0,3,0,16.0,1,3,34.375,0,34.375,3.5660053559634015,5,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.9741992639670155,0.0741226771848555,0.6233938271906204,1.9195639980971482
0,3,0,26.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
1,1,1,23.0,3,2,263.0,1,249.00622000000035,5.575949103146316,6,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.45503896558520224,5.124238728242953,2.6987007794454887,2.5396987052416584
0,3,0,24.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.38087320867351465,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
0,3,0,29.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.010044424115076634,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
0,3,0,20.0,0,0,7.8542,0,7.8542,2.180891922715322,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.677536236320265,-0.5498924021074366,-0.806763380796033,-0.5609748304808925
0,1,0,46.0,1,0,61.175,1,61.175,4.1299529896894684,2,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.2507734433836126,0.7047071288240755,1.2056809915054134,0.059159876663617626
0,3,0,26.0,1,2,20.575,0,20.575,3.0715352369694915,4,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.25058125686817573,0.11284358066326507,1.299429290952638
0,3,0,59.0,0,0,7.25,0,7.25,2.1102132003465894,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.2149282832355515,-0.5641087873940193,-0.8797405693934278,-0.5609748304808925
0,3,0,26.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
0,1,0,71.0,0,0,34.6542,1,34.6542,3.57386695198272,1,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3.1049173661758025,0.08069204953178356,0.6315110816648204,-0.5609748304808925
1,1,0,23.0,0,1,63.3583,1,63.3583,4.164465907853638,2,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.45503896558520224,0.7560785852891467,1.241316266924983,0.059159876663617626
1,2,1,34.0,0,1,23.0,0,23.0,3.1780538303479458,2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.3607843604433614,-0.19352277570305973,0.2228261499229997,0.059159876663617626
0,2,0,34.0,1,0,26.0,0,26.0,3.295836866004329,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.3607843604433614,-0.12293496395240078,0.3444394801955362,0.059159876663617626
0,3,1,28.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.08421018102676424,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
0,3,0,26.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
0,1,0,21.0,0,1,77.2875,1,77.2875,4.360387947851531,2,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.6033704794085775,1.083822501101573,1.443609675522841,0.059159876663617626
0,3,0,33.0,0,0,8.6542,0,8.6542,2.267393053825037,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.2866186035316738,-0.5310689856405942,-0.7174492400289059,-0.5609748304808925
0,3,0,37.0,2,0,7.925,0,7.925,2.188856327665703,3,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.5832816311784242,-0.548226529750121,-0.798539974052802,0.6792945838081278
0,3,0,28.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.08421018102676424,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
1,3,1,21.0,0,0,7.65,0,7.65,2.157559320943788,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.6033704794085775,-0.5546970791605981,-0.830854756854953,-0.5609748304808925
1,3,0,26.0,0,0,7.775,0,7.775,2.1719067693519296,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.551755920337654,-0.8160407306065733,-0.5609748304808925
0,3,0,38.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.6574473880901118,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
1,3,1,18.0,1,0,24.15,0,24.15,3.224857896545748,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.16646411453197382,0.2711522804976662,0.059159876663617626
0,1,0,47.0,0,0,52.0,1,52.0,3.970291913552122,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1.3249392002953002,0.4888260712199769,1.0408277503255374,-0.5609748304808925
0,3,1,14.5,1,0,14.4542,0,14.4542,2.737880811060884,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-1.0854478993345469,-0.3945992162559869,-0.23166125968823223,0.059159876663617626
